Time,Vehicle ID,X Coordinate,Y Coordinate
23.0,18,92.41531292195725,-291.7624552840833
23.0,19,158.04162965032845,-30.98137802891432
23.0,2,154.02142280820425,-45.198912147502256
23.0,3,105.23357472195684,-129.41187090009552
23.0,4,223.14419122394776,-330.6
23.0,5,334.71055469783835,-316.4488628514218
23.0,6,157.24960467353304,-1.7325524456217636
23.0,7,1.98,-163.5916176947126
23.0,8,334.71473380524253,-308.9062705047173
23.0,9,148.85819055057772,-133.43327268290327
24.0,0,1.96,-30.629255875470733
24.0,1,124.55302455664298,-133.4213488212525
24.0,10,92.37036854954724,-12.526606469414105
24.0,11,88.41967512875807,-315.529939038354
24.0,12,338.73213222781106,-277.5050175056594
24.0,13,207.83307067097837,-199.14949057486476
24.0,14,158.0685771802834,-12.02109595259742
24.0,15,92.38,-51.36105794455085
24.0,16,224.9182911357805,-1.9600000000000364
24.0,17,34.2354673609091,2.026790187962206
24.0,18,92.41354166489998,-282.11176120752936
24.0,19,158.05094363144738,-24.428060913621493
24.0,2,154.02142280820425,-45.198912147502256
24.0,3,102.43366796870623,-129.41049729496282
24.0,4,236.28970840717852,-330.6
24.0,5,334.7105546395306,-316.4489680871974
24.0,6,154.14988680905245,-10.50073574115902
24.0,7,1.9699999999999998,-151.4134623337336
24.0,8,334.7147117410022,-308.94609278119714
24.0,9,160.3606341904512,-133.43891566212181
25.0,0,1.9699999999999998,-16.114940009769725
25.0,1,137.58571827683124,-133.4277425252451
25.0,10,92.37028888155331,-12.248485502558083
25.0,11,88.41980634180565,-316.24485332811355
25.0,12,338.7400707079538,-263.1773839280132
25.0,13,222.59024008963536,-199.15080671037592
25.0,14,158.0685771802834,-12.02109595259742
25.0,15,92.37789495512406,-38.801288338108066
25.0,16,236.3434722579098,-1.9600000000000364
25.0,17,21.66383117807293,2.0231115819101433
25.0,18,92.41151251079695,-271.05591507724023
25.0,19,158.05663915192807,-20.420692703416535
25.0,2,154.02142280820425,-45.198912147502256
25.0,3,102.42317923911045,-129.41049214930118
25.0,4,249.9570065940174,-330.61
25.0,5,334.7105546395306,-316.4489680871974
25.0,6,154.05731017826014,-19.94855857617131
25.0,7,1.9699999999999998,-139.11465289735762
25.0,8,334.7147112180418,-308.9470366374376
25.0,9,171.03981091255494,-133.4441547551529
26.0,0,4.630822367621867,-3.537984023127251
26.0,1,150.00239432175943,-133.4338340173731
26.0,10,92.37028743133725,-12.24342279830455
26.0,11,88.41981209553417,-316.27620251788846
26.0,12,338.74754481808094,-249.68786083352543
26.0,13,237.67952605184047,-199.1521524660916
26.0,14,158.0685771802834,-12.02109595259742
26.0,15,92.37502399530695,-28.778767616565176
26.0,16,247.98923722055184,-1.9700000000000273
26.0,17,9.689733633030153,2.019999999999982
26.0,18,92.4092234943519,-258.58420897635256
26.0,19,158.0573918740297,-19.891077432699376
26.0,2,154.02142280820425,-45.198912147502256
26.0,3,102.42183273055323,-129.41049148871807
26.0,4,263.9319406482013,-330.61
26.0,5,334.7105546395306,-316.4489680871974
26.0,6,154.04429819522485,-29.103789839784554
26.0,7,1.96,-127.44097234585075
26.0,8,334.71471074437244,-308.9478915318168
26.0,9,182.0051740878232,-133.44953424828145
27.0,0,18.294514331600638,-1.9778743191421881
27.0,1,162.71278887441056,-133.44006960474618
27.0,10,92.37028693130955,-12.2416772016432
27.0,11,88.41981458347833,-316.28975808163
27.0,12,338.7551582647535,-235.94685849734333
27.0,13,252.35964309046932,-199.1534617295956
27.0,14,158.0685771802834,-12.02109595259742
27.0,15,92.3731277258046,-22.158890783815423
27.0,16,259.6104686313544,-1.9700000000000273
27.0,17,-0.9103497674622034,-3.9473162477666506
27.0,18,92.40702959930672,-246.63077182272164
27.0,19,158.05778449006633,-19.61483278933605
27.0,2,154.02142280820425,-45.198912147502256
27.0,3,102.42110329324237,-129.4104911308637
27.0,4,277.5123502307236,-330.61
27.0,5,334.7105546395306,-316.4489680871974
27.0,6,154.03641685275883,-34.649102398885304
27.0,7,1.9499999999999997,-115.2755680356805
27.0,8,334.71471074437244,-308.9478915318168
27.0,9,193.50004221315663,-133.45517351103135
28.0,0,32.93665963703637,-1.973589858189598
28.0,1,174.9792927092032,-133.44608742394976
28.0,10,92.37028678532472,-12.24116756858922
28.0,11,88.41981616019137,-316.29834880266384
28.0,12,338.7628833668682,-222.00433669729796
28.0,13,267.0676252958507,-199.15477347828727
28.0,14,158.0685771802834,-12.02109595259742
28.0,15,92.37252048523376,-20.03901395106567
28.0,16,270.83507561279595,-1.9700000000000273
28.0,17,-2.03,-15.593778866183698
28.0,18,92.40464390620346,-233.63232294956492
28.0,19,158.0578895277531,-19.540928272904637
28.0,2,154.02142280820425,-45.198912147502256
28.0,3,102.42110329324237,-129.4104911308637
28.0,4,291.6741714703897,-330.61
28.0,5,334.7105546395306,-316.4489680871974
28.0,6,154.032856835711,-37.15393039374686
28.0,7,1.9499999999999997,-103.25112422611619
28.0,8,334.71471074437244,-308.9478915318168
28.0,9,204.72849588782228,-133.46068207362262
29.0,0,47.40884120880645,-1.9693551305899746
29.0,1,187.88692520955397,-133.4524197742086
29.0,10,92.3702867488902,-12.241040375629098
29.0,11,88.41981622200375,-316.2986855874144
29.0,12,338.76856008390826,-211.75880855952474
29.0,13,282.20496166034695,-199.1561235194346
29.0,14,158.0685771802834,-12.02109595259742
29.0,15,92.37247434069118,-19.87792335289805
29.0,16,282.2879868600332,-1.9700000000000273
29.0,17,-2.04,-28.62410345587824
29.0,18,92.40235949125861,-221.18568812253778
29.0,19,158.05790466039713,-19.530280944586366
29.0,2,154.02142280820425,-45.198912147502256
29.0,3,102.42110329324237,-129.4104911308637
29.0,4,305.5445917501443,-330.61
29.0,5,334.7105546395306,-316.4489680871974
29.0,6,154.03218279785344,-37.628183430331774
29.0,7,1.94,-91.47203247231784
29.0,8,334.71471074437244,-308.9478915318168
29.0,9,216.58871762042565,-133.4665005750524
30.0,0,61.743944504113685,-1.965160513678427
30.0,1,200.0914704999247,-133.4584071971947
30.0,10,92.3702867488902,-12.241040375629098
30.0,11,88.41981626749869,-316.2989334665975
30.0,12,338.2639967863955,-205.33686460832206
30.0,13,296.5926736946187,-199.1574067044544
30.0,14,158.0685771802834,-12.02109595259742
30.0,15,92.37243969611212,-19.75697912740401
30.0,16,293.4183134440634,-1.9700000000000273
30.0,17,-2.04,-41.625733828354214
30.0,18,92.40034331336527,-210.20054287072992
30.0,19,158.05791420403673,-19.523566039761704
30.0,2,154.02142280820425,-45.198912147502256
30.0,3,102.42110329324237,-129.4104911308637
30.0,4,317.58206678676873,-330.61
30.0,5,334.7105546395306,-316.4489680871974
30.0,6,154.03210066555505,-37.6859717154702
30.0,7,1.94,-79.96375229094352
30.0,8,334.71471074437244,-308.9478915318168
30.0,9,227.8537573698552,-133.47202708639145
31.0,0,75.23481990795901,-1.9612129276056294
31.0,1,212.3966119818898,-133.46444397162614
31.0,10,92.3702867488902,-12.241040375629098
31.0,11,88.41981626749869,-316.2989334665975
31.0,12,334.56793228272994,-198.0606508321711
31.0,13,309.0882052175808,-199.1585211331298
31.0,14,158.0685771802834,-12.02109595259742
31.0,15,92.37243622808361,-19.744872239879896
31.0,16,305.4083672563505,-1.9800000000000182
31.0,17,-2.05,-54.09417029883713
31.0,18,93.4148594824708,-203.5420901678287
31.0,19,158.05791559442213,-19.52258776458183
31.0,2,154.02142280820425,-45.198912147502256
31.0,3,102.42110329324237,-129.4104911308637
31.0,4,325.55629546871825,-330.61
31.0,5,334.7105546395306,-316.4489680871974
31.0,6,154.03208807898645,-37.694827625146615
31.0,7,1.9499999999999997,-68.62917399305763
31.0,8,334.71471074437244,-308.9478915318168
31.0,9,239.0649969424091,-133.47752720392324
32.0,0,89.69198944062462,-1.9555761521061186
32.0,1,225.19185483057794,-133.47072118469077
32.0,10,92.3702867488902,-12.241040375629098
32.0,11,88.41981626749869,-316.2989334665975
32.0,12,326.1837019509972,-195.23786074867033
32.0,13,317.5872577906288,-199.15927913112964
32.0,14,158.0685771802834,-12.02109595259742
32.0,15,92.37243555095422,-19.742508381189964
32.0,16,317.36808339716464,-1.9800000000000182
32.0,17,-2.05,-66.75160716436369
32.0,18,98.50960642670698,-199.55998084475368
32.0,19,158.0579161747483,-19.522179447084568
32.0,2,154.02142280820425,-45.198912147502256
32.0,3,102.42110329324237,-129.4104911308637
32.0,4,330.5919294119097,-329.90665807785814
32.0,5,334.7105546395306,-316.4489680871974
32.0,6,154.03208385399023,-37.697800332486
32.0,7,1.9499999999999997,-56.637640349007825
32.0,8,334.71471074437244,-308.9478915318168
32.0,9,250.02137337020292,-133.48290228824692
33.0,0,103.93519358543831,-1.9499999999999886
33.0,1,237.63003454173565,-133.4768232262938
33.0,10,92.3702867488902,-12.241040375629098
33.0,11,88.41981626749869,-316.2989334665975
33.0,12,316.79688554463695,-195.15920864085126
33.0,13,322.13673499237,-199.1596848816047
33.0,14,158.0685771802834,-12.02109595259742
33.0,15,92.37243545206292,-19.742163151641137
33.0,16,328.61827865214764,-1.991322247191249
33.0,17,-2.06,-79.63218077106518
33.0,18,106.0795227219032,-199.14041556501422
33.0,19,158.0579161747483,-19.522179447084568
33.0,2,154.02142280820425,-45.198912147502256
33.0,3,102.42110329324237,-129.4104911308637
33.0,4,336.19432042743375,-326.07800125236514
33.0,5,334.7105546395306,-316.4489680871974
33.0,6,154.03208370488628,-37.69790524201119
33.0,7,1.96,-44.61780511356045
33.0,8,334.71471074437244,-308.9478915318168
33.0,9,261.9126322359002,-133.4887360161714
34.0,0,118.33624998026363,-1.9499999999999886
34.0,1,249.87521187970367,-133.48283058293984
34.0,10,92.3702867488902,-12.241040375629098
34.0,11,88.41981626749869,-316.2989334665975
34.0,12,305.8210577158929,-195.15822974873723
34.0,13,323.77326432920376,-199.1598308373984
34.0,14,158.0685771802834,-12.02109595259742
34.0,15,92.37243545206292,-19.742163151641137
34.0,16,340.1769967401796,-1.9964367242213257
34.0,17,-2.06,-92.11444498917132
34.0,18,115.08338730104448,-199.14121858526656
34.0,19,158.0579161747483,-19.522179447084568
34.0,2,154.02142280820425,-45.198912147502256
34.0,3,102.42110329324237,-129.4104911308637
34.0,4,338.7102488800339,-317.0008130188527
34.0,5,334.7105546395306,-316.4489680871974
34.0,6,154.03208370488628,-37.69790524201119
34.0,7,1.96,-33.02975760060241
34.0,8,334.71471074437244,-308.9478915318168
34.0,9,273.25564908101387,-133.49430078226257
35.0,0,132.63722398796568,-1.9499999999999886
35.0,1,261.57811717599685,-133.48857190656213
35.0,10,92.3702867488902,-12.241040375629098
35.0,11,88.41981626749869,-316.2989334665975
35.0,12,293.2524687415235,-195.1571088043471
35.0,13,324.58431085657867,-199.15990317153685
35.0,14,158.0685771802834,-12.02109595259742
35.0,15,92.37243545206292,-19.742163151641137
35.0,16,351.73723844344516,-2.001929174061331
35.0,17,-2.05,-104.94550910513641
35.0,18,125.55938661585385,-199.1421528995867
35.0,19,158.0579161747483,-19.522179447084568
35.0,2,154.02142280820425,-45.198912147502256
35.0,3,102.42110329324237,-129.4104911308637
35.0,4,338.71696654200287,-304.87655277509486
35.0,5,334.7105546395306,-316.4489680871974
35.0,6,154.03208370488628,-37.69790524201119
35.0,7,1.9699999999999998,-21.03270781177588
35.0,8,334.71471074437244,-308.9478915318168
35.0,9,284.10373664983706,-133.49962274119832
36.0,0,144.79233217068483,-1.9499999999999886
36.0,1,273.48496213844476,-133.49441328086357
36.0,10,92.3702867488902,-12.241040375629098
36.0,11,88.41981626749869,-316.2989334665975
36.0,12,279.2205873084124,-195.15585735449798
36.0,13,324.6538588885147,-199.15990937425988
36.0,14,158.0685771802834,-12.02109595259742
36.0,15,92.37243545206292,-19.742163151641137
36.0,16,363.0922650631358,-2.0081750632910484
36.0,17,-2.040228965801705,-117.78466477126238
36.0,18,137.5016453406188,-199.14321798397688
36.0,19,158.0579161747483,-19.522179447084568
36.0,2,154.02142280820425,-45.198912147502256
36.0,3,102.42110329324237,-129.4104911308637
36.0,4,338.72484719887166,-290.6532805698097
36.0,5,334.7105546395306,-316.4489680871974
36.0,6,154.03208370488628,-37.69790524201119
36.0,7,1.9699999999999998,-9.88988730231398
36.0,8,334.71471074437244,-308.9478915318168
36.0,9,294.8031115621763,-133.50487174325147
37.0,0,151.91477317691408,-4.411063582745214
37.0,1,284.47511942782495,-133.49980493772662
37.0,10,92.3702867488902,-12.241040375629098
37.0,11,88.41981626749869,-316.2989334665975
37.0,12,265.5357647544197,-195.1546368575032
37.0,13,324.664580514839,-199.15991033048073
37.0,14,158.0685771802834,-12.02109595259742
37.0,15,92.37243542252453,-19.742060033153678
37.0,16,374.9090566269384,-2.0146749486397084
37.0,17,-2.04,-130.4766988923206
37.0,18,150.43533009180908,-199.1443714898633
37.0,19,158.0579161747483,-19.522179447084568
37.0,2,154.02142280820425,-45.198912147502256
37.0,3,102.42110329324237,-129.4104911308637
37.0,4,338.7322649233976,-277.2655240878554
37.0,5,334.7105546395306,-316.4489680871974
37.0,6,154.03208370488628,-37.69790524201119
37.0,7,8.97394426355323,-1.9974150433204159
37.0,8,334.71471074437244,-308.9478915318168
37.0,9,306.6467707149514,-133.51068211925184
38.0,0,154.06952769614082,-11.352312995318528
38.0,1,296.74861667983663,-133.50582618782795
38.0,10,92.3702867488902,-12.241040375629098
38.0,11,88.41981626749869,-316.2989334665975
38.0,12,251.5053610324208,-195.1533855394455
38.0,13,324.66882804549687,-199.15991070930176
38.0,14,158.0685771802834,-12.02109595259742
38.0,15,92.37243542252453,-19.742060033153678
38.0,16,386.0874905155097,-2.0873148453662225
38.0,17,-2.03,-143.1891760793243
38.0,18,163.22683503863422,-199.1455123152766
38.0,19,158.0579161747483,-19.522179447084568
38.0,2,154.02142280820425,-45.198912147502256
38.0,3,102.42110329324237,-129.4104911308637
38.0,4,338.73986296686854,-263.5523219634158
38.0,5,334.7105546395306,-316.4489680871974
38.0,6,154.03208370488628,-37.69790524201119
38.0,7,19.911771766211817,-1.9774010909243316
38.0,8,334.71471074437244,-308.9478915318168
38.0,9,316.05905307011346,-133.51529968708283
39.0,0,154.05670633827216,-20.373420391707498
39.0,1,306.60832144672554,-133.51066325644075
39.0,10,92.3702867488902,-12.241040375629098
39.0,11,88.41981626749869,-316.2989334665975
39.0,12,237.39731496380608,-195.15212729676378
39.0,13,324.668981580985,-199.159910722995
39.0,14,158.0685771802834,-12.02109595259742
39.0,15,92.37243542252453,-19.742060033153678
39.0,16,392.38,-10.677270331885666
39.0,17,-2.02,-155.8644475348124
39.0,18,175.9386770069732,-199.14664603585348
39.0,19,158.0579161747483,-19.522179447084568
39.0,2,154.02142280820425,-45.198912147502256
39.0,3,102.42110329324237,-129.4104911308637
39.0,4,338.7470882787111,-250.51183830619038
39.0,5,334.7105546395306,-316.4489680871974
39.0,6,154.03208370488628,-37.69790524201119
39.0,7,31.318919870050564,-1.9740632275435246
39.0,8,334.71471074437244,-308.9478915318168
39.0,9,321.67488376586806,-133.51805475521473
40.0,0,154.04733906027928,-26.964237187487583
40.0,1,311.96802621361445,-133.51329267185577
40.0,10,92.3702867488902,-12.241040375629098
40.0,11,88.41981626749869,-316.2989334665975
40.0,12,223.48589368406607,-195.15088659029513
40.0,13,324.668981580985,-199.159910722995
40.0,14,158.0685771802834,-12.02109595259742
40.0,15,92.37243542252453,-19.742060033153678
40.0,16,392.36475855923857,-22.692563829999585
40.0,17,-2.02,-168.56825400690343
40.0,18,188.9319225025813,-199.14780485373493
40.0,19,158.0579161747483,-19.522179447084568
40.0,2,154.02142280820425,-45.198912147502256
40.0,3,102.42110329324237,-129.4104911308637
40.0,4,338.75465718626754,-236.85122165147266
40.0,5,334.7105546395306,-316.4489680871974
40.0,6,154.03208370488628,-37.69790524201119
40.0,7,43.02701398668056,-1.9706373038810057
40.0,8,334.71471074437244,-308.9478915318168
40.0,9,324.55823518760593,-133.51946929743394
41.0,0,154.0431288608863,-29.926533480395847
41.0,1,316.6471022666074,-133.51558817790263
41.0,10,92.3702867488902,-12.241040375629098
41.0,11,88.41981626749869,-316.2989334665975
41.0,12,209.6178616000886,-195.14964975354295
41.0,13,324.668981580985,-199.159910722995
41.0,14,158.0685771802834,-12.02109595259742
41.0,15,92.37243542252453,-19.742060033153678
41.0,16,392.35,-33.750011641962544
